unit_id,area,neuron_type,n_same_cat_trials,n_diff_cat_trials,same_cat_diff_mean,same_cat_diff_sem,diff_cat_diff_mean,diff_cat_diff_sem,difference_pvalue,same_cat_ratio_mean,diff_cat_ratio_mean,ratio_pvalue,same_cat_correlation,diff_cat_correlation,adaptation_effect,significant_congruence_effect,is_first_cat_selective,is_first_num_selective,is_second_cat_selective,is_second_num_selective
334,A,distractor_resistant,72,216,0.13644113709812508,0.2254587124281104,0.11381215267014783,0.13589196459292174,0.9330147472786285,20.15483296408631,40.581818862677466,0.09502292030003301,0.3739256229400283,0.2205631699906237,none,False,True,False,True,False
335,A,encoding_only,72,216,0.204801670614766,0.30148883013043376,-0.04095704983286318,0.1656223575767087,0.4644750969655893,20.353652901792184,30.183979305749677,0.43119151268695677,0.3919749365902292,0.43801816759974854,none,False,False,False,True,True
337,A,encoding_only,72,216,0.17759177151592093,0.13663749337570388,0.03198980371796892,0.07995958522652458,0.36175068493340967,41.845710967616206,39.469085792552825,0.8087589009164046,-0.04486134090838711,-0.15627112848099584,none,False,False,False,True,False
340,A,distractor_resistant,72,216,0.31394034397872794,0.3447238099337191,0.44660280592195284,0.20851026787053378,0.7479230831402642,44.86953993434311,42.0769506826076,0.8837818590886575,0.32907875929727015,-0.0231136247013231,none,False,True,False,True,False
341,A,distractor_resistant,72,216,0.1500881530735977,0.23401427532894067,0.06849687592914144,0.1360479002333646,0.7641085664710652,37.8431162221789,56.013694454835566,0.22509937807100558,0.3034565980620841,0.060395760534916555,none,False,True,False,True,False
342,A,delay_only,72,216,0.9014769436698644,0.43498619122127874,-0.11875293158558523,0.2722356047207167,0.05720555597703944,1.5034865682799372,6.724574427290772,0.4414178332556711,0.04962458002019799,0.13231277752536627,none,False,True,False,True,False
343,A,delay_only,72,216,0.4095315376431505,0.29105035953123853,0.30087970769291467,0.15628831241398075,0.7333097680453355,30.075776845896947,50.866312091899765,0.1758244468976241,0.14523576416489786,-0.026619926429848183,none,False,True,False,True,False
345,A,distractor_resistant,72,216,0.25952400117799646,0.23507156586920333,0.054760642657265275,0.13722693839789013,0.45500942895742114,61.05848917868179,45.19868793178067,0.3091827013188976,-0.07115502335807554,0.0427328316702718,none,False,True,False,True,True
346,A,distractor_resistant,72,216,0.3277424604025409,0.2624989240696547,0.16864009018179366,0.16002022179193096,0.6149206464823103,39.30959720084228,62.46786566023025,0.19341575010697895,0.3410539292099599,0.05150478934743722,none,False,True,False,True,False
347,A,delay_only,72,216,-0.12317925689998595,0.5325205296690984,0.25903876058083963,0.31251196008873694,0.5397174068853048,10.895092056199411,20.304777586848825,0.4520516629005187,0.15345543511005647,0.10353881995541069,none,False,True,False,True,True
349,H,encoding_only,72,216,0.43679771182290067,0.28985562965979544,0.3140071677742632,0.1568722441952114,0.7006466042705082,38.23961248444113,37.69872765076937,0.972652547525499,0.017675205453015017,0.025810189958466682,none,False,False,False,False,False
350,H,delay_only,72,216,0.8188333175481263,0.4906128748555525,0.3231804139408717,0.2847818377024349,0.38427225704059853,12.409896735899606,14.245885606714607,0.8935177216634618,0.31925954664915895,0.127714259539126,none,False,True,False,True,False
351,H,encoding_only,72,216,0.1090796473896094,0.20460248687720606,-0.004627320690402113,0.11966814163498303,0.6340045262514404,43.2724359254317,43.23428171624396,0.9974266287993472,0.12360890774385418,0.22045339581601656,none,False,True,False,True,True
352,H,delay_only,72,216,-0.12341181788558646,0.24143006162291536,-0.04096078608711072,0.16351372581133466,0.7941747415701346,26.855564038090577,35.08984253743066,0.6020505577056983,0.3368230168547684,0.10648698628259272,none,False,True,True,True,False
353,H,distractor_resistant,72,216,-0.2733507342754333,0.24860280603146465,-0.11837395289589982,0.12309485259605148,0.5468837702871552,48.56095236657854,43.113208108710886,0.7262292675944912,0.07429101596083452,0.21253503255399736,none,False,True,False,True,False
354,H,encoding_only,72,216,0.09565555635300954,0.0829049972383052,0.1730862826072546,0.05726070351139834,0.48267822319777587,18.713529420584578,24.193676294575475,0.5468241331184012,0.03507770370825399,0.07638856763197512,none,False,False,False,False,False
