trial,rt,acc,key,t_pre_stim,t_delay1,t_delay2,first_cat,second_cat,first_num,second_num,first_pic,second_pic,probe_cat,probe_pic,probe_validity,probe_num,correct_answer,rt_sliding_mean,cat_comparison,error_type
14.0,2.181626081466675,1.0,1.0,,,,3.0,2.0,1,1,3014.0,2015.0,2.0,2.0,1.0,1.0,1.0,5.737592697143555,Different,correct
15.0,2.2315590381622314,1.0,1.0,,,,3.0,2.0,1,1,3015.0,2012.0,2.0,2.0,1.0,1.0,1.0,5.462330937385559,Different,correct
16.0,5.375771999359131,1.0,5.0,,,,3.0,3.0,5,5,3029.0,3023.0,3.0,2.0,1.0,5.0,5.0,4.81239070892334,Same,correct
17.0,2.8724207878112793,0.0,5.0,,,,3.0,4.0,5,1,3028.0,4011.0,4.0,1.0,0.0,0.0,0.0,4.502690482139587,Different,other error
18.0,3.8006672859191895,1.0,1.0,,,,4.0,4.0,1,5,4011.0,4024.0,4.0,1.0,1.0,1.0,1.0,4.661170244216919,Same,correct
19.0,4.176762580871582,1.0,5.0,,,,1.0,3.0,5,1,1023.0,3017.0,1.0,1.0,1.0,5.0,5.0,4.973056077957153,Different,correct
20.0,3.606018543243408,1.0,5.0,,,,2.0,1.0,5,5,2027.0,1021.0,1.0,2.0,1.0,5.0,5.0,3.567651081085205,Different,correct
21.0,2.883873224258423,1.0,5.0,,,,1.0,1.0,5,5,1027.0,1028.0,1.0,2.0,1.0,5.0,5.0,3.5039324283599855,Same,correct
22.0,3.5234220027923584,0.0,5.0,,,,3.0,4.0,5,1,3021.0,4016.0,4.0,1.0,0.0,0.0,0.0,3.5650477409362793,Different,other error
23.0,2.5810296535491943,1.0,5.0,,,,1.0,4.0,5,5,1028.0,4022.0,1.0,1.0,1.0,5.0,5.0,3.3233151197433473,Different,correct
24.0,12.765390634536743,1.0,0.0,,,,1.0,4.0,1,1,1015.0,4014.0,4.0,1.0,0.0,0.0,0.0,4.381691575050354,Different,correct
25.0,33.38601994514465,1.0,0.0,,,,3.0,1.0,5,1,3021.0,1019.0,3.0,2.0,0.0,0.0,0.0,7.497137665748596,Different,correct
26.0,14.353218793869019,1.0,1.0,,,,3.0,3.0,5,1,3024.0,3018.0,3.0,2.0,1.0,1.0,1.0,8.394882345199585,Same,correct
27.0,6.75419545173645,1.0,1.0,,,,2.0,3.0,5,1,2026.0,3015.0,3.0,2.0,1.0,1.0,1.0,8.783059811592102,Different,correct
28.0,3.8994719982147217,1.0,1.0,,,,1.0,1.0,1,1,1012.0,1017.0,1.0,1.0,1.0,1.0,1.0,8.792940282821656,Same,correct
29.0,13.342787504196167,0.0,5.0,,,,4.0,2.0,1,5,4013.0,2029.0,2.0,1.0,0.0,0.0,0.0,9.709542775154114,Different,swap error
30.0,5.5664050579071045,1.0,1.0,,,,4.0,2.0,1,1,4017.0,2013.0,2.0,2.0,1.0,1.0,1.0,9.905581426620483,Different,correct
31.0,7.185644149780273,1.0,1.0,,,,2.0,4.0,5,1,2028.0,4017.0,4.0,2.0,1.0,1.0,1.0,10.335758519172668,Different,correct
32.0,6.564190626144409,1.0,5.0,,,,3.0,4.0,5,1,3026.0,4019.0,3.0,1.0,1.0,5.0,5.0,10.639835381507874,Different,correct
33.0,6.98926568031311,1.0,1.0,,,,2.0,4.0,5,1,2023.0,4011.0,4.0,2.0,1.0,1.0,1.0,11.080658984184264,Different,correct
34.0,6.4785637855529785,1.0,5.0,,,,2.0,4.0,5,5,2022.0,4028.0,4.0,2.0,1.0,5.0,5.0,10.451976299285889,Different,correct
35.0,6.356865882873535,1.0,0.0,,,,2.0,4.0,1,1,2013.0,4017.0,2.0,2.0,0.0,0.0,0.0,7.749060893058777,Different,correct
36.0,4.159599781036377,1.0,1.0,,,,3.0,3.0,1,1,3016.0,3011.0,3.0,1.0,1.0,1.0,1.0,6.729698991775512,Same,correct
37.0,4.462759733200073,0.0,1.0,,,,1.0,3.0,1,5,1015.0,3029.0,1.0,2.0,0.0,0.0,0.0,6.500555419921875,Different,swap error
38.0,4.17423677444458,1.0,1.0,,,,1.0,1.0,1,1,1015.0,1014.0,1.0,2.0,1.0,1.0,1.0,6.528031897544861,Same,correct
39.0,3.520275115966797,1.0,5.0,,,,2.0,3.0,1,5,2018.0,3025.0,3.0,2.0,1.0,5.0,5.0,5.545780658721924,Different,correct
40.0,5.318091154098511,1.0,5.0,,,,3.0,1.0,5,5,3029.0,1028.0,3.0,1.0,1.0,5.0,5.0,5.520949268341065,Different,correct
41.0,6.336764097213745,0.0,5.0,,,,4.0,2.0,1,5,4018.0,2022.0,2.0,1.0,0.0,0.0,0.0,5.436061263084412,Different,swap error
42.0,4.067364692687988,1.0,5.0,,,,2.0,3.0,5,5,2028.0,3029.0,2.0,1.0,1.0,5.0,5.0,5.18637866973877,Different,correct
43.0,3.206761598587036,1.0,5.0,,,,2.0,1.0,5,5,2028.0,1022.0,1.0,2.0,1.0,5.0,5.0,4.8081282615661625,Different,correct
44.0,3.4755022525787354,1.0,5.0,,,,4.0,1.0,5,1,4027.0,1014.0,4.0,1.0,1.0,5.0,5.0,4.507822108268738,Different,correct
45.0,4.133219242095947,0.0,5.0,,,,4.0,2.0,1,5,4017.0,2028.0,4.0,2.0,0.0,0.0,0.0,4.285457444190979,Different,other error
46.0,3.498356342315674,1.0,5.0,,,,1.0,1.0,5,5,1023.0,1029.0,1.0,1.0,1.0,5.0,5.0,4.2193331003189085,Same,correct
47.0,3.8610875606536865,1.0,5.0,,,,4.0,3.0,5,5,4021.0,3021.0,3.0,2.0,1.0,5.0,5.0,4.15916588306427,Different,correct
48.0,1.9455280303955078,0.0,5.0,,,,1.0,4.0,5,1,1022.0,4014.0,1.0,2.0,0.0,0.0,0.0,3.936295008659363,Different,swap error
49.0,3.884432792663574,0.0,5.0,,,,2.0,3.0,5,5,2025.0,3027.0,2.0,2.0,0.0,0.0,0.0,3.9727107763290403,Different,swap error
50.0,2.5639026165008545,1.0,5.0,,,,4.0,4.0,5,5,4022.0,4024.0,4.0,1.0,1.0,5.0,5.0,3.697291922569275,Same,correct
51.0,4.295819997787476,1.0,5.0,,,,1.0,2.0,5,5,1025.0,2028.0,2.0,2.0,1.0,5.0,5.0,3.493197512626648,Different,correct
52.0,3.7137019634246826,1.0,1.0,,,,4.0,4.0,1,1,4012.0,4011.0,4.0,2.0,1.0,1.0,1.0,3.4578312397003175,Same,correct
53.0,9.862660884857178,0.0,5.0,,,,4.0,3.0,1,1,4014.0,3017.0,4.0,2.0,0.0,0.0,0.0,4.123421168327331,Different,other error
54.0,5.302368402481079,1.0,5.0,,,,4.0,3.0,1,5,4017.0,3022.0,3.0,2.0,1.0,5.0,5.0,4.306107783317566,Different,correct
55.0,3.886066198348999,0.0,5.0,,,,3.0,2.0,5,1,3022.0,2013.0,3.0,2.0,0.0,0.0,0.0,4.2813924789428714,Different,swap error
56.0,4.632492542266846,0.0,1.0,,,,1.0,1.0,1,1,1011.0,1012.0,4.0,1.0,0.0,0.0,0.0,4.3948060989379885,Same,same category
57.0,4.163787364959717,1.0,1.0,,,,3.0,4.0,1,1,3019.0,4015.0,3.0,1.0,1.0,1.0,1.0,4.4250760793685915,Different,correct
58.0,4.490643501281738,0.0,5.0,,,,1.0,2.0,5,1,1022.0,2013.0,1.0,2.0,0.0,0.0,0.0,4.679587626457215,Different,swap error
59.0,4.312894821166992,0.0,1.0,,,,4.0,3.0,1,1,4014.0,3014.0,3.0,1.0,0.0,0.0,0.0,4.7224338293075565,Different,swap error
60.0,3.721111536026001,0.0,1.0,,,,4.0,2.0,1,1,4016.0,2013.0,2.0,1.0,0.0,0.0,0.0,4.838154721260071,Different,swap error
61.0,8.633975267410278,0.0,5.0,,,,3.0,4.0,1,1,3012.0,4014.0,3.0,2.0,0.0,0.0,0.0,5.271970248222351,Different,other error
62.0,2.652670383453369,1.0,5.0,,,,3.0,1.0,5,5,3021.0,1025.0,1.0,2.0,1.0,5.0,5.0,5.16586709022522,Different,correct
63.0,9.182647228240967,0.0,1.0,,,,2.0,2.0,1,5,2011.0,2029.0,3.0,2.0,0.0,0.0,0.0,5.097865724563599,Same,same category
64.0,4.386040449142456,0.0,5.0,,,,2.0,4.0,5,1,2028.0,4011.0,4.0,2.0,1.0,1.0,1.0,5.0062329292297365,Different,other error
65.0,3.072679281234741,1.0,5.0,,,,1.0,3.0,5,5,1023.0,3027.0,3.0,2.0,1.0,5.0,5.0,4.924894237518311,Different,correct
66.0,2.777437448501587,0.0,5.0,,,,1.0,3.0,5,5,1027.0,3024.0,1.0,2.0,0.0,0.0,0.0,4.739388728141785,Different,swap error
67.0,3.792543888092041,0.0,5.0,,,,3.0,4.0,1,5,3013.0,4026.0,4.0,1.0,0.0,0.0,0.0,4.702264380455017,Different,swap error
68.0,2.8485443592071533,1.0,1.0,,,,3.0,1.0,1,1,3015.0,1011.0,1.0,2.0,1.0,1.0,1.0,4.538054466247559,Different,correct
69.0,6.106108903884888,0.0,1.0,,,,1.0,2.0,5,1,1027.0,2015.0,2.0,1.0,0.0,0.0,0.0,4.717375874519348,Different,swap error
70.0,3.9573919773101807,1.0,1.0,,,,1.0,3.0,1,1,1016.0,3017.0,1.0,1.0,1.0,1.0,1.0,4.741003918647766,Different,correct
71.0,1.9470064640045166,1.0,5.0,,,,4.0,2.0,1,5,4014.0,2027.0,2.0,2.0,1.0,5.0,5.0,4.07230703830719,Different,correct
72.0,2.5769121646881104,1.0,5.0,,,,4.0,1.0,5,5,4027.0,1026.0,1.0,2.0,1.0,5.0,5.0,4.064731216430664,Different,correct
73.0,2.985543727874756,1.0,5.0,,,,1.0,2.0,5,5,1029.0,2025.0,2.0,2.0,1.0,5.0,5.0,3.445020866394043,Different,correct
74.0,4.475611925125122,0.0,5.0,,,,2.0,3.0,1,5,2016.0,3027.0,3.0,1.0,0.0,0.0,0.0,3.4539780139923097,Different,swap error
75.0,2.3040173053741455,1.0,5.0,,,,4.0,4.0,5,5,4024.0,4022.0,4.0,1.0,1.0,5.0,5.0,3.37711181640625,Same,correct
76.0,3.784341812133789,0.0,5.0,,,,4.0,2.0,1,5,4016.0,2027.0,4.0,2.0,0.0,0.0,0.0,3.4778022527694703,Different,other error
77.0,2.5177228450775146,1.0,5.0,,,,1.0,4.0,1,5,1012.0,4028.0,4.0,2.0,1.0,5.0,5.0,3.3503201484680174,Different,correct
78.0,2.0846667289733887,1.0,5.0,,,,4.0,3.0,5,5,4027.0,3028.0,4.0,1.0,1.0,5.0,5.0,3.273932385444641,Different,correct
79.0,5.4853479862213135,0.0,1.0,,,,4.0,3.0,1,5,4014.0,3029.0,3.0,1.0,0.0,0.0,0.0,3.2118562936782835,Different,other error
80.0,7.390422105789185,0.0,1.0,,,,2.0,3.0,1,5,2014.0,3023.0,2.0,2.0,0.0,0.0,0.0,3.555159306526184,Different,swap error
81.0,10.594775438308716,1.0,0.0,,,,3.0,4.0,5,5,3028.0,4024.0,3.0,2.0,0.0,0.0,0.0,4.419936203956604,Different,correct
82.0,6.886303901672363,0.0,1.0,,,,1.0,1.0,5,5,1021.0,1022.0,4.0,1.0,0.0,0.0,0.0,4.850875377655029,Same,same category
83.0,5.800466775894165,1.0,5.0,,,,2.0,2.0,1,5,2011.0,2021.0,2.0,2.0,1.0,5.0,5.0,5.13236768245697,Same,correct
84.0,2.998819351196289,1.0,5.0,,,,2.0,3.0,5,1,2026.0,3011.0,2.0,1.0,1.0,5.0,5.0,4.984688425064087,Different,correct
85.0,2.9072134494781494,0.0,5.0,,,,4.0,1.0,1,5,4018.0,1025.0,1.0,1.0,0.0,0.0,0.0,5.045008039474487,Different,swap error
86.0,3.375870704650879,1.0,5.0,,,,2.0,3.0,5,1,2029.0,3018.0,2.0,1.0,1.0,5.0,5.0,5.004160928726196,Different,correct
87.0,3.8095836639404297,0.0,5.0,,,,3.0,4.0,1,1,3012.0,4015.0,4.0,2.0,1.0,1.0,1.0,5.133347010612487,Different,other error
88.0,4.714397668838501,0.0,5.0,,,,3.0,3.0,5,1,3024.0,3014.0,3.0,2.0,1.0,1.0,1.0,5.396320104598999,Same,same category
89.0,5.0290305614471436,1.0,0.0,,,,1.0,3.0,1,1,1018.0,3013.0,1.0,2.0,0.0,0.0,0.0,5.350688362121582,Different,correct
90.0,20.213266134262085,1.0,0.0,,,,3.0,3.0,1,1,3013.0,3019.0,2.0,1.0,0.0,0.0,0.0,6.632972764968872,Same,correct
91.0,5.449483633041382,0.0,1.0,,,,2.0,1.0,1,5,2018.0,1026.0,2.0,2.0,0.0,0.0,0.0,6.118443584442138,Different,swap error
92.0,2.322530746459961,1.0,5.0,,,,3.0,2.0,1,5,3014.0,2024.0,2.0,2.0,1.0,5.0,5.0,5.662066268920898,Different,correct
93.0,1.9004626274108887,0.0,5.0,,,,4.0,1.0,5,5,4026.0,1028.0,4.0,2.0,0.0,0.0,0.0,5.2720658540725704,Different,swap error
94.0,6.710634231567383,1.0,1.0,,,,2.0,1.0,5,1,2022.0,1014.0,1.0,2.0,1.0,1.0,1.0,5.64324734210968,Different,correct
95.0,2.390869140625,0.0,1.0,,,,3.0,2.0,1,1,3015.0,2012.0,3.0,2.0,0.0,0.0,0.0,5.591612911224365,Different,swap error
96.0,2.9694736003875732,1.0,1.0,,,,1.0,3.0,1,5,1018.0,3026.0,1.0,1.0,1.0,1.0,1.0,5.550973200798035,Different,correct
97.0,3.2018117904663086,1.0,1.0,,,,2.0,1.0,1,5,2012.0,1022.0,2.0,1.0,1.0,1.0,1.0,5.490196013450623,Different,correct
98.0,6.620911121368408,0.0,5.0,,,,4.0,4.0,1,1,4018.0,4016.0,4.0,1.0,1.0,1.0,1.0,5.6808473587036135,Same,same category
99.0,4.590032577514648,1.0,5.0,,,,2.0,2.0,1,5,2012.0,2027.0,2.0,2.0,1.0,5.0,5.0,5.636947560310364,Same,correct
100.0,2.580334424972534,1.0,5.0,,,,2.0,1.0,5,5,2023.0,1024.0,2.0,1.0,1.0,5.0,5.0,3.8736543893814086,Different,correct
101.0,4.088621377944946,1.0,1.0,,,,3.0,1.0,5,1,3024.0,1019.0,1.0,2.0,1.0,1.0,1.0,3.737568163871765,Different,correct
102.0,1.8628122806549072,1.0,5.0,,,,3.0,1.0,1,5,3016.0,1021.0,1.0,2.0,1.0,5.0,5.0,3.6915963172912596,Different,correct
103.0,1.879044771194458,1.0,5.0,,,,2.0,3.0,1,5,2015.0,3027.0,3.0,2.0,1.0,5.0,5.0,3.689454531669617,Different,correct
104.0,2.31527042388916,1.0,1.0,,,,1.0,2.0,1,1,1018.0,2016.0,2.0,2.0,1.0,1.0,1.0,3.2499181509017943,Different,correct
105.0,6.209116458892822,1.0,1.0,,,,4.0,3.0,1,5,4011.0,3027.0,4.0,1.0,1.0,1.0,1.0,3.6317428827285765,Different,correct
106.0,2.9652717113494873,0.0,5.0,,,,2.0,1.0,5,1,2026.0,1016.0,2.0,2.0,0.0,0.0,0.0,3.6313226938247682,Different,swap error
107.0,6.106905698776245,0.0,0.0,,,,4.0,4.0,5,5,4025.0,4024.0,4.0,1.0,1.0,5.0,5.0,3.9218320846557617,Same,same category
108.0,4.905336856842041,1.0,1.0,,,,4.0,4.0,1,1,4011.0,4012.0,4.0,2.0,1.0,1.0,1.0,3.750274658203125,Same,correct
109.0,13.502010583877563,1.0,5.0,,,,2.0,2.0,5,1,2022.0,2012.0,2.0,1.0,1.0,5.0,5.0,4.6414724588394165,Same,correct
110.0,7.719316005706787,1.0,0.0,,,,2.0,4.0,1,5,2015.0,4021.0,4.0,1.0,0.0,0.0,0.0,5.155370616912842,Different,correct
111.0,3.9026782512664795,1.0,1.0,,,,1.0,4.0,1,1,1013.0,4018.0,1.0,1.0,1.0,1.0,1.0,5.136776304244995,Different,correct
112.0,2.3058724403381348,1.0,5.0,,,,1.0,1.0,5,5,1023.0,1025.0,1.0,2.0,1.0,5.0,5.0,5.181082320213318,Same,correct
113.0,2.2007522583007812,0.0,5.0,,,,1.0,3.0,5,1,1025.0,3012.0,1.0,2.0,0.0,0.0,0.0,5.21325306892395,Different,swap error
114.0,2.612056255340576,1.0,1.0,,,,1.0,2.0,1,1,1013.0,2019.0,1.0,1.0,1.0,1.0,1.0,5.242931652069092,Different,correct
115.0,3.3466379642486572,0.0,5.0,,,,2.0,4.0,1,5,2011.0,4024.0,2.0,1.0,1.0,1.0,1.0,4.956683802604675,Different,other error
116.0,11.465089082717896,0.0,0.0,,,,4.0,1.0,1,1,4016.0,1011.0,4.0,1.0,1.0,1.0,1.0,5.806665539741516,Different,swap error
117.0,3.5114879608154297,1.0,5.0,,,,3.0,2.0,5,1,3028.0,2017.0,3.0,1.0,1.0,5.0,5.0,5.547123765945434,Different,correct
118.0,9.811030626296997,0.0,5.0,,,,1.0,1.0,1,5,1018.0,1026.0,4.0,1.0,0.0,0.0,0.0,6.03769314289093,Same,same category
119.0,3.6754677295684814,1.0,5.0,,,,2.0,1.0,1,5,2011.0,1023.0,1.0,2.0,1.0,5.0,5.0,5.055038857460022,Different,correct
120.0,2.914647340774536,1.0,5.0,,,,2.0,3.0,5,5,2026.0,3022.0,3.0,2.0,1.0,5.0,5.0,4.574571990966797,Different,correct
121.0,6.02320671081543,0.0,0.0,,,,1.0,4.0,5,5,1029.0,4025.0,4.0,2.0,1.0,5.0,5.0,4.786624836921692,Different,swap error
122.0,8.794207334518433,1.0,5.0,,,,3.0,3.0,5,1,3025.0,3011.0,3.0,1.0,1.0,5.0,5.0,5.435458326339722,Same,correct
123.0,8.012655258178711,0.0,0.0,,,,4.0,3.0,5,1,4025.0,3011.0,4.0,1.0,1.0,5.0,5.0,6.016648626327514,Different,swap error
124.0,7.583383560180664,1.0,0.0,,,,4.0,1.0,1,1,4015.0,1018.0,1.0,1.0,0.0,0.0,0.0,6.513781356811523,Different,correct
125.0,3.164522886276245,0.0,5.0,,,,3.0,3.0,1,5,3013.0,3023.0,3.0,1.0,1.0,1.0,1.0,6.495569849014283,Same,same category
126.0,1.6819775104522705,1.0,5.0,,,,4.0,4.0,5,5,4023.0,4022.0,4.0,2.0,1.0,5.0,5.0,5.5172586917877195,Same,correct
127.0,8.735204458236694,0.0,5.0,,,,3.0,4.0,1,1,3013.0,4014.0,4.0,2.0,1.0,1.0,1.0,6.039630341529846,Different,other error
128.0,7.697373628616333,0.0,5.0,,,,1.0,2.0,1,5,1012.0,2025.0,1.0,1.0,1.0,1.0,1.0,5.82826464176178,Different,other error
129.0,6.402438402175903,0.0,5.0,,,,4.0,1.0,1,5,4011.0,1026.0,4.0,1.0,1.0,1.0,1.0,6.100961709022522,Different,other error
130.0,9.300747632980347,0.0,0.0,,,,2.0,3.0,5,1,2029.0,3015.0,2.0,1.0,1.0,5.0,5.0,6.739571738243103,Different,swap error
131.0,2.088277816772461,0.0,5.0,,,,4.0,2.0,5,5,4022.0,2023.0,4.0,2.0,0.0,0.0,0.0,6.346078848838806,Different,swap error
132.0,5.02071213722229,0.0,5.0,,,,3.0,3.0,5,1,3026.0,3012.0,2.0,1.0,0.0,0.0,0.0,5.968729329109192,Same,same category
133.0,3.2947654724121094,1.0,1.0,,,,3.0,2.0,5,1,3023.0,2013.0,2.0,2.0,1.0,1.0,1.0,5.496940350532531,Different,correct
134.0,3.045503616333008,0.0,1.0,,,,2.0,2.0,1,1,2013.0,2017.0,3.0,1.0,0.0,0.0,0.0,5.0431523561477665,Same,same category
135.0,5.031112909317017,0.0,1.0,,,,1.0,4.0,1,1,1018.0,4018.0,1.0,1.0,1.0,5.0,5.0,5.229811358451843,Different,other error
136.0,2.6151952743530273,1.0,1.0,,,,3.0,4.0,1,1,3012.0,4011.0,4.0,2.0,1.0,1.0,1.0,5.323133134841919,Different,correct
137.0,5.659732818603516,1.0,5.0,,,,2.0,1.0,5,5,2021.0,1027.0,1.0,2.0,1.0,5.0,5.0,5.015585970878601,Different,correct
138.0,4.847478866577148,1.0,1.0,,,,4.0,4.0,5,1,4029.0,4017.0,4.0,2.0,1.0,1.0,1.0,4.730596494674683,Same,correct
139.0,6.212033271789551,0.0,1.0,,,,2.0,1.0,1,1,2018.0,1016.0,2.0,2.0,0.0,0.0,0.0,4.711555981636048,Different,swap error
140.0,3.5239603519439697,1.0,5.0,,,,2.0,3.0,1,5,2018.0,3021.0,3.0,2.0,1.0,5.0,5.0,4.133877253532409,Different,correct
141.0,10.20675253868103,0.0,5.0,,,,4.0,1.0,1,5,4012.0,1029.0,1.0,1.0,0.0,0.0,0.0,4.945724725723267,Different,swap error
142.0,4.465641498565674,0.0,1.0,,,,2.0,1.0,1,1,2016.0,1013.0,2.0,2.0,0.0,0.0,0.0,4.890217661857605,Different,swap error
143.0,4.589831352233887,0.0,5.0,,,,2.0,3.0,5,1,2022.0,3017.0,3.0,2.0,1.0,1.0,1.0,5.019724249839783,Different,other error
144.0,4.120119094848633,0.0,1.0,,,,4.0,3.0,5,1,4022.0,3016.0,3.0,1.0,0.0,0.0,0.0,5.127185797691345,Different,swap error
145.0,2.7253806591033936,0.0,5.0,,,,1.0,4.0,1,5,1014.0,4028.0,4.0,1.0,0.0,0.0,0.0,4.896612572669983,Different,swap error
146.0,7.260115146636963,1.0,0.0,,,,4.0,3.0,5,1,4026.0,3014.0,4.0,2.0,0.0,0.0,0.0,5.361104559898377,Different,correct
147.0,4.285455703735352,0.0,0.0,,,,4.0,3.0,1,5,4011.0,3021.0,4.0,1.0,1.0,1.0,1.0,5.22367684841156,Different,swap error
148.0,6.742672920227051,1.0,0.0,,,,3.0,4.0,5,5,3029.0,4022.0,3.0,2.0,0.0,0.0,0.0,5.41319625377655,Different,correct
149.0,4.549120187759399,0.0,5.0,,,,2.0,4.0,5,5,2029.0,4025.0,2.0,2.0,0.0,0.0,0.0,5.246904945373535,Different,swap error
150.0,4.384937524795532,1.0,0.0,,,,4.0,1.0,1,1,4013.0,1011.0,1.0,1.0,0.0,0.0,0.0,5.333002662658691,Different,correct
151.0,4.323474645614624,1.0,0.0,,,,1.0,4.0,5,1,1028.0,4016.0,4.0,1.0,0.0,0.0,0.0,4.744674873352051,Different,correct
152.0,8.20813775062561,1.0,1.0,,,,1.0,3.0,1,1,1016.0,3011.0,1.0,1.0,1.0,1.0,1.0,5.118924498558044,Different,correct
153.0,6.8129799365997314,1.0,0.0,,,,1.0,2.0,5,1,1027.0,2014.0,2.0,1.0,0.0,0.0,0.0,5.341239356994629,Different,correct
154.0,10.194485187530518,0.0,0.0,,,,2.0,1.0,1,1,2016.0,1011.0,2.0,1.0,1.0,1.0,1.0,5.948675966262817,Different,swap error
155.0,4.0460615158081055,1.0,1.0,,,,4.0,1.0,5,1,4022.0,1013.0,1.0,2.0,1.0,1.0,1.0,6.080744051933289,Different,correct
156.0,5.50068998336792,0.0,5.0,,,,3.0,4.0,1,5,3017.0,4029.0,3.0,1.0,1.0,1.0,1.0,5.904801535606384,Different,other error
157.0,8.75163984298706,1.0,5.0,,,,1.0,2.0,5,5,1023.0,2029.0,2.0,2.0,1.0,5.0,5.0,6.3514199495315555,Different,correct
158.0,8.72898268699646,1.0,0.0,,,,4.0,2.0,1,1,4014.0,2018.0,4.0,2.0,0.0,0.0,0.0,6.550050926208496,Different,correct
159.0,12.839961290359497,1.0,0.0,,,,2.0,4.0,5,1,2022.0,4017.0,4.0,1.0,0.0,0.0,0.0,7.379135036468506,Different,correct
160.0,5.09571385383606,1.0,1.0,,,,2.0,2.0,1,1,2012.0,2018.0,2.0,1.0,1.0,1.0,1.0,7.450212669372559,Same,correct
161.0,4.263916969299316,1.0,0.0,,,,1.0,4.0,1,1,1011.0,4013.0,4.0,1.0,0.0,0.0,0.0,7.444256901741028,Different,correct
162.0,3.943694829940796,1.0,0.0,,,,2.0,1.0,1,5,2011.0,1021.0,2.0,2.0,0.0,0.0,0.0,7.017812609672546,Different,correct
163.0,3.259166717529297,1.0,5.0,,,,4.0,3.0,5,5,4024.0,3027.0,4.0,1.0,1.0,5.0,5.0,6.662431287765503,Different,correct
164.0,9.714207172393799,1.0,1.0,,,,3.0,3.0,1,1,3017.0,3011.0,3.0,1.0,1.0,1.0,1.0,6.614403486251831,Same,correct
165.0,9.37302827835083,0.0,0.0,,,,1.0,3.0,5,1,1021.0,3019.0,3.0,2.0,1.0,1.0,1.0,7.147100162506104,Different,swap error
166.0,3.950251340866089,1.0,5.0,,,,3.0,2.0,5,5,3023.0,2023.0,3.0,1.0,1.0,5.0,5.0,6.99205629825592,Different,correct
167.0,3.504338026046753,1.0,5.0,,,,1.0,1.0,5,5,1025.0,1023.0,1.0,1.0,1.0,5.0,5.0,6.46732611656189,Same,correct
168.0,2.6167049407958984,0.0,1.0,,,,2.0,4.0,1,1,2012.0,4014.0,4.0,1.0,0.0,0.0,0.0,5.856098341941833,Different,swap error
169.0,2.2263343334198,0.0,5.0,,,,3.0,2.0,5,1,3024.0,2016.0,2.0,2.0,1.0,1.0,1.0,4.794735646247863,Different,other error
170.0,5.743002653121948,1.0,0.0,,,,3.0,3.0,1,5,3017.0,3028.0,2.0,1.0,0.0,0.0,0.0,4.859464526176453,Same,correct
171.0,3.335989236831665,1.0,5.0,,,,3.0,1.0,5,5,3029.0,1027.0,1.0,2.0,1.0,5.0,5.0,4.766671752929687,Different,correct
172.0,4.241789102554321,1.0,5.0,,,,1.0,3.0,5,5,1028.0,3027.0,3.0,2.0,1.0,5.0,5.0,4.79648118019104,Different,correct
173.0,5.613305568695068,0.0,0.0,,,,4.0,1.0,1,5,4012.0,1028.0,4.0,1.0,1.0,1.0,1.0,5.0318950653076175,Different,swap error
